stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,stop_url,location_type,parent_station
437,525,Wawrów Dolny,,52.7309953535555,15.2971234917641,,,
438,90,Czechówek,,52.7335444,15.2884667,,,
183,528,Janice,,52.735408171501,15.2797615528107,,,
184,481,Orzeszkowej,,52.7359928323056,15.274783372879,,,
185,398,Ptasia,,52.7353806,15.2660472,,,
186,362,Urocza,,52.7346444,15.2581,,,
1300,391,Prefadom,,52.7667471092599,15.2807995676994,,,
1254,3910,Prefadom,,52.7656045720611,15.2794450521469,,,
72,158,Stilon,,52.7470357641801,15.2530708909035,,,
1098,1006,Pl. Staromiejski,,52.7332562273833,15.2469098567963,,,
384,711,CEZiB,,52.7337548382302,15.2511101961136,,,
385,361,Urocza,,52.7345806,15.2576167,,,
386,397,Ptasia,,52.735339960563,15.2661520242691,,,
387,480,Orzeszkowej,,52.7359376146761,15.2738392353058,,,
388,527,Janice,,52.7349956561039,15.280727148056,,,
515,89,Czechówek,,52.7334300109644,15.2886611223221,,,
516,524,Wawrów Dolny,,52.7307842027435,15.2975258231163,,,
517,627,Czechów Kalinowa,,52.7296806,15.3050111,,,
434,87,Czechów,,52.7287667,15.3194389,,,
435,88,Czechów Świetlica,,52.7288334457242,15.3168752789497,,,
436,626,Czechów Kalinowa,,52.72975,15.3049139,,,
1268,1144,Jedwabnicza Park Handlowy,,52.7614082495903,15.2788388729095,,,
548,120,Działkowców Pętla ,,52.768078679059,15.2604603767395,,,
549,122,ROD Jedwab,,52.7647484609757,15.257676243782,,,
488,313,Nowy Dwór,,52.695527176982,15.2288961410522,,,
1230,3999,Niwicka,,52.6925929532124,15.2318412065506,,,
1199,4001,Ludowa,,52.6914013257034,15.2407756447792,,,
1231,4003,Niwicka/Sulęcińska,,52.6906876341743,15.2506756782532,,,
556,121,ROD Jedwab,,52.764683541913,15.2579069137573,,,
557,119,Działkowców Pętla ,,52.768091661867,15.2607178688049,,,
533,725,Chodkiewicza,,52.7465072676371,15.2308005094528,,,
534,726,Kilińskiego,,52.7500207157032,15.231910943985,,,
1156,1034,Puszkina,,52.7518203551313,15.2340500056744,,,
1085,1027,Baczyna,,52.751873117457,15.1020169258118,,,
1222,1656,Osiedlowa I (gr. strefy),,52.74636276209,15.0974598526955,,,
201,620,Racław III,,52.7413404906899,15.0942760705948,,,
202,400,Racław,,52.7302352058464,15.0898692011833,,,
1245,005,Stanowice II,,52.7218727063191,15.0526106357574,,,
378,465,Stanowice,,52.7204778,15.0463889,,,
1244,006,Stanowice II,,52.7218572728736,15.0527688860893,,,
485,401,Racław,,52.7301215074,15.0898289680481,,,
486,619,Racław III,,52.7409881143239,15.0942277908325,,,
1220,1657,Osiedlowa I (gr. strefy),,52.7464309557787,15.0975859165192,,,
338,622,Okulickiego,,52.7623106837554,15.2588671445847,,,
1149,1018,Kasprzaka Terminal,,52.6976631028244,15.2324420213699,,,
1077,874,Czechów Kościół,,52.7298664969493,15.3169074654579,,,
1078,878,Czechów Klonowa,,52.7323661847257,15.3179790079594,,,
1079,876,Czechów SARRIS DARM,,52.7338937011479,15.3226420283318,,,
